number,codeinsee,codepostal,cp,etage,idagence,idannonce,idtiers,idtypechauffage,idtypecommerce,idtypecuisine,idtypepublicationsourcecouplage,naturebien,nb_chambres,nb_photos,nb_pieces,position,prix,si_balcon,si_sdEau,si_sdbain,surface,typedebien,ville
3,750114,75014,75014,0,6268,148770605,2059,0,0,séparée équipée,SL,1,2,5,3,3,450000,0,0,0,47,Appartement,Paris 14ème
13,750115,75015,75015,0,2559,149538249,13323,0,0,séparée,SL,1,1,6,2,13,451000,0,0,0,43.35,Appartement,Paris 15ème
12,750115,75015,75015,0,340827,150025589,404392,0,0,séparée,SL,1,1,10,3,12,452000,0,0,0,54,Appartement,Paris 15ème
10,750104,75004,75004,0,51213,148948429,29483,0,0,aucune,SL,1,1,7,2,10,452000,0,0,0,36,Appartement,Paris 4ème
11,750110,75010,75010,0,11495,150005421,3622,0,0,0,SL,1,2,9,3,11,452000,0,0,0,45,Appartement,Paris 10ème
15,750110,75010,75010,0,11495,149402515,3622,0,0,séparée,SL,1,2,9,3,15,452000,0,0,0,45.35,Appartement,Paris 10ème
16,750113,75013,75013,0,336312,146695677,399543,0,0,0,SL,1,1,6,2,16,454000,0,0,0,56.34,Appartement,Paris 13ème
1,750115,75015,75015,0,1522,146486829,3081,0,0,séparée,SL,1,1,12,2,1,455000,0,0,0,48.68,Appartement,Paris 15ème
17,750109,75009,75009,0,31854,131785685,14564,0,0,américaine équipée,SL,1,1,9,2,17,455000,0,0,0,38.02,Appartement,Paris 9ème
18,750120,75020,75020,0,106899,145007501,139133,0,0,séparée,SL,1,1,6,2,18,455000,0,0,0,49,Appartement,Paris 20ème
19,750114,75014,75014,0,117608,147368403,163676,0,0,aucune,SL,1,1,4,2,19,455000,0,0,0,39,Appartement,Paris 14ème
2,750111,75011,75011,0,1236,150223365,28501,0,0,séparée,SL,1,1,6,2,2,455000,0,0,0,41,Appartement,Paris 11ème
3,750118,75018,75018,0,235986,149980519,266818,0,0,0,SL,1,2,10,3,3,455000,0,0,0,59.52,Appartement,Paris 18ème
2,920073,92150,92150,0,109781,149172489,165396,0,0,séparée,SL,1,2,9,3,2,455000,0,0,0,58,Appartement,Suresnes
3,750120,75020,75020,0,98845,150075735,147703,0,0,coin cuisine,SL,1,1,6,2,3,455800,0,0,0,47.59,Appartement,Paris 20ème
4,750113,75013,75013,0,64051,140064629,69004,0,0,aucune,SL,1,2,9,3,4,456000,0,0,0,68,Appartement,Paris 13ème
5,750114,75014,75014,0,290511,145745439,332488,0,0,séparée équipée,SL,1,1,12,2,5,457000,0,0,0,36,Appartement,Paris 14ème
3,920004,92600,92600,0,109781,149590701,165396,0,0,équipée,SL,1,2,13,3,3,457000,0,0,0,61.52,Appartement,Asnières-sur-Seine
6,750113,75013,75013,0,41757,145669497,16333,0,0,séparée équipée,SL,1,1,9,2,6,458000,1,0,0,44,Appartement,Paris 13ème
4,750102,75002,75002,0,188368,147457679,230225,0,0,équipée,SL,1,1,7,2,4,459000,0,0,0,37,Appartement,Paris 2ème
7,750117,75017,75017,0,116480,146967031,172499,0,0,séparée,SL,1,1,13,2,7,459000,0,0,0,44,Appartement,Paris 17ème
8,750110,75010,75010,0,142757,149990691,198312,0,0,séparée,SL,1,1,12,2,8,459000,0,0,0,41.89,Appartement,Paris 10ème
9,750118,75018,75018,0,284786,147318587,327411,0,0,séparée,SL,1,1,6,2,9,459700,0,0,0,34,Appartement,Paris 18ème
5,750112,75012,75012,0,61746,148388865,66847,0,0,0,SL,1,1,5,2,5,460000,0,0,0,51.07,Appartement,Paris 12ème
13,750113,75013,75013,0,341959,147129897,405803,0,0,séparée,SL,1,1,7,2,13,460000,0,0,0,56,Appartement,Paris 13ème
14,750113,75013,75013,0,341959,148574815,405803,0,0,séparée,SL,1,1,7,2,14,460000,0,0,0,49,Appartement,Paris 13ème
5,930006,93170,93170,0,102526,145271091,153239,0,0,0,SL,1,1,5,3,5,460000,0,0,0,75,Loft/Atelier/Surface,Bagnolet
7,750118,75018,75018,0,58771,146892971,61322,0,0,équipée,SL,1,1,5,2,7,460000,0,0,0,49.09,Appartement,Paris 18ème
11,750110,75010,75010,0,6077,149675679,4144,0,0,0,SL,1,1,7,2,11,460000,0,0,0,40,Appartement,Paris 10ème
13,750110,75010,75010,0,103740,150052759,155648,0,0,séparée,SL,1,1,8,2,13,460000,0,0,0,48,Appartement,Paris 10ème
6,750118,75018,75018,0,58771,146858403,61322,0,0,équipée,SL,1,2,5,3,6,460000,0,0,0,49.09,Appartement,Paris 18ème
9,940046,94700,94700,0,58359,148161583,17218,0,0,séparée,SL,1,2,12,3,9,460000,1,0,0,73.71,Appartement,Maisons Alfort
11,750110,75010,75010,0,1471,149873455,26549,0,0,coin cuisine équipé,SL,1,2,10,3,11,460000,0,0,0,50,Appartement,Paris 10ème
12,750110,75010,75010,0,46435,149981255,22627,0,0,0,SL,1,2,8,2,12,460000,0,0,0,50,Appartement,Paris 10ème
8,780117,78530,78530,0,69229,147575283,107849,0,0,américaine équipée,SL,1,3,16,5,8,460000,0,0,0,95,Appartement,Buc
10,780396,78600,78600,0,161312,149518511,214184,0,0,séparée équipée,SL,1,4,18,6,10,460000,1,0,0,112.37,Appartement,Le Mesnil le Roi
14,750113,75013,75013,0,244878,140011541,142170,0,0,équipée,SL,1,2,8,3,14,461000,0,0,0,68,Appartement,Paris 13ème
12,750111,75011,75011,0,240479,147656809,269208,0,0,américaine,SL,1,1,7,2,12,462000,0,0,0,36,Appartement,Paris 11ème
14,920012,92100,92100,0,173853,149586017,224789,0,0,séparée,SL,1,2,6,3,14,463000,0,0,0,52.48,Appartement,Boulogne
13,920020,92320,92320,0,111376,147995243,167408,0,0,séparée équipée,SL,1,3,10,5,13,463000,1,0,0,96,Appartement,Chatillon
14,750116,75016,75016,0,28269,148536571,26857,0,0,séparée,SL,1,1,7,2,14,464000,0,0,0,47.15,Appartement,Paris 16ème
4,750118,75018,75018,0,47649,144022559,24698,0,0,séparée équipée,SL,1,1,7,2,4,465000,0,0,0,32,Appartement,Paris 18ème
6,750118,75018,75018,0,46699,150241917,26451,0,0,séparée,SL,1,1,8,3,6,465000,0,0,0,46,Appartement,Paris 18ème
16,750117,75017,75017,0,28312,141135653,754,0,0,équipée,SL,1,1,10,2,16,465000,0,0,0,42,Appartement,Paris 17ème
17,750118,75018,75018,0,88013,144555393,134644,0,0,0,SL,1,1,5,2,17,465000,0,0,0,54,Appartement,Paris 18ème
18,750115,75015,75015,0,240271,145264717,265828,0,0,aucune,SL,1,1,7,2,18,465000,0,0,0,39,Appartement,Paris 15ème
19,750113,75013,75013,0,332035,146592991,394000,0,0,0,SL,1,1,4,2,19,465000,0,0,0,39,Appartement,Paris 13ème
0,750111,75011,75011,0,74968,147816895,100076,0,0,américaine équipée,SL,1,1,4,2,0,465000,0,0,0,36,Appartement,Paris 11ème
1,750111,75011,75011,0,289466,150065577,247771,0,0,séparée équipée,SL,1,1,7,2,1,465000,0,0,0,56.99,Appartement,Paris 11ème
12,750118,75018,75018,0,258336,149899097,282033,0,0,séparée,SL,1,2,14,3,12,465000,0,0,0,45,Appartement,Paris 18ème
5,750118,75018,75018,0,258336,149968457,282033,0,0,séparée,SL,1,2,10,3,5,465000,0,0,0,45,Appartement,Paris 18ème
15,750114,75014,75014,0,64907,142006241,17326,0,0,américaine équipée,SL,1,2,10,3,15,465000,0,0,0,48,Appartement,Paris 14ème
18,920040,92130,92130,0,332855,149639499,268736,0,0,équipée,SL,1,2,5,3,18,465000,1,0,0,54,Appartement,Issy-les-Moulineaux
19,750112,75012,75012,0,42486,150073367,17313,0,0,0,SL,1,2,7,3,19,465000,1,0,0,51.77,Appartement,Paris 12ème
15,750120,75020,75020,0,228620,136018671,253307,0,0,0,SL,1,2,9,4,15,465000,0,0,0,100,Appartement,Paris 20ème
16,780502,78560,78560,0,1044,145908611,2181,0,0,0,SL,1,3,9,4,16,465000,1,0,0,90,Appartement,Le Port Marly
17,780551,78100,78100,0,1044,147609163,2181,0,0,0,SL,1,3,9,4,17,465000,1,0,0,90,Appartement,St Germain en Laye
2,750111,75011,75011,0,114930,149819269,171272,0,0,coin cuisine,SL,1,1,8,2,2,467000,0,0,0,42,Appartement,Paris 11ème
3,750113,75013,75013,0,64051,138462589,69004,0,0,aucune,SL,1,1,12,2,3,467500,0,0,0,54,Appartement,Paris 13ème
4,750118,75018,75018,0,228375,147162203,261580,0,0,américaine équipée,SL,1,1,12,2,4,468000,0,0,0,40,Appartement,Paris 18ème
5,750104,75004,75004,0,119335,149341249,175863,0,0,américaine équipée,SL,1,1,6,2,5,468000,0,0,0,30,Appartement,Paris 4ème
6,750114,75014,75014,0,1104,149350517,3478,0,0,séparée,SL,1,1,5,2,6,468000,0,0,0,49.33,Appartement,Paris 14ème
8,750101,75001,75001,0,158445,145948019,190737,0,0,américaine équipée,SL,1,1,6,2,8,469000,0,0,0,27.09,Appartement,Paris 1er
9,750118,75018,75018,0,75843,149130115,106184,0,0,0,SL,1,1,10,3,9,469000,0,0,0,52,Appartement,Paris 18ème
7,750119,75019,75019,0,52648,148168305,48494,0,0,aucune,SL,1,3,8,4,7,469000,0,0,0,75.01,Appartement,Paris 19ème
10,750119,75019,75019,0,52648,150094681,48494,0,0,séparée équipée,SL,1,3,7,4,10,469000,0,0,0,75.01,Appartement,Paris 19ème
15,750112,75012,75012,0,64335,146371137,78516,0,0,séparée,SL,1,1,12,3,15,470000,0,0,0,57,Appartement,Paris 12ème
7,750116,75016,75016,0,293309,148234083,267326,0,0,séparée,SL,1,1,15,2,7,470000,0,0,0,38,Appartement,Paris 16ème
11,750110,75010,75010,0,54657,145209575,50113,0,0,aucune,SL,1,1,18,2,11,470000,0,0,0,44,Appartement,Paris 10ème
12,750113,75013,75013,0,4526,148752227,2681,0,0,séparée,SL,1,1,14,2,12,470000,1,0,0,60,Appartement,Paris 13ème
13,750108,75008,75008,0,35829,148985773,7938,0,0,séparée,SL,1,1,8,2,13,470000,0,0,0,36.48,Appartement,Paris 8ème
16,750105,75005,75005,0,11204,149357053,3152,0,0,0,SL,1,1,7,2,16,470000,0,0,0,32,Appartement,Paris 5ème
17,750105,75005,75005,0,353383,148916241,419098,0,0,séparée équipée,SL,1,1,8,2,17,470000,0,0,0,32,Appartement,Paris 5ème
18,750114,75014,75014,0,2536,149767883,14950,0,0,séparée,SL,1,1,6,2,18,470000,0,0,0,47,Appartement,Paris 14ème
19,750107,75007,75007,0,78921,149829443,111771,0,0,américaine équipée,SL,1,1,9,2,19,470000,0,0,0,32,Appartement,Paris 7ème
0,750117,75017,75017,0,228791,150011163,264782,0,0,américaine,SL,1,1,5,2,0,470000,0,0,0,41,Appartement,Paris 17ème
1,750113,75013,75013,0,34748,150111611,26353,0,0,séparée équipée,SL,1,1,4,2,1,470000,1,0,0,61,Appartement,Paris 13ème
8,750112,75012,75012,0,2906,145670523,31527,0,0,séparée,SL,1,2,1,3,8,470000,0,0,0,48.2,Appartement,Paris 12ème
5,750117,75017,75017,0,35736,150142185,19346,0,0,américaine,SL,1,2,10,3,5,470000,0,0,0,42.5,Appartement,Paris 17ème
14,750115,75015,75015,0,86643,149040727,127746,0,0,séparée,SL,1,2,10,3,14,470000,0,0,0,53,Appartement,Paris 15ème
15,750113,75013,75013,0,2536,149122309,14950,0,0,aucune,SL,1,2,5,3,15,470000,0,0,0,74,Appartement,Paris 13ème
2,750116,75016,75016,0,53017,150114389,30660,0,0,coin cuisine équipé,SL,1,2,14,3,2,470000,0,0,0,49,Appartement,Paris 16ème
2,750104,75004,75004,0,33753,147885037,3402,0,0,séparée,SL,1,1,5,2,2,470250,0,0,0,43,Appartement,Paris 4ème
3,750113,75013,75013,0,1637,141076271,3285,0,0,séparée équipée,SL,1,2,6,3,3,470400,0,0,0,68,Appartement,Paris 13ème
4,750119,75019,75019,0,63115,135660785,76697,0,0,0,SL,1,1,7,2,4,470925,0,0,0,49,Appartement,Paris 19ème
5,750111,75011,75011,0,100747,148830629,147172,0,0,séparée équipée,SL,1,1,9,2,5,472000,0,0,0,43,Appartement,Paris 11ème
6,750115,75015,75015,0,333156,149643389,396240,0,0,coin cuisine,SL,1,1,4,2,6,472000,0,0,0,41,Appartement,Paris 15ème
0,750111,75011,75011,0,255097,145019543,275299,0,0,américaine,SL,1,1,2,2,0,472500,0,0,0,36,Appartement,Paris 11ème
8,750119,75019,75019,0,102521,149162831,153344,0,0,aucune,SL,1,1,5,2,8,473000,0,0,0,42,Appartement,Paris 19ème
16,750118,75018,75018,0,3224,149549951,13361,0,0,séparée,SL,1,2,5,3,16,473000,0,0,0,44,Appartement,Paris 18ème
9,750104,75004,75004,0,93850,149447783,143030,0,0,américaine,SL,1,1,8,2,9,474000,0,0,0,31,Appartement,Paris 4ème
11,750116,75016,75016,0,117765,149947881,174187,0,0,aucune,SL,1,1,6,2,11,474000,0,0,0,38.02,Appartement,Paris 16ème
10,750111,75011,75011,0,9486,149681271,2217,0,0,séparée,SL,1,2,5,3,10,474000,0,0,0,56.99,Appartement,Paris 11ème
1,750115,75015,75015,0,1993,148465257,3914,0,0,séparée,SL,1,1,5,2,1,475000,1,0,0,44,Appartement,Paris 15ème
2,750119,75019,75019,0,119630,149424969,178377,0,0,coin cuisine équipé,SL,1,1,9,3,2,475000,0,0,0,60,Appartement,Paris 19ème
15,750113,75013,75013,0,729,145427081,26046,0,0,0,SL,1,1,9,2,15,475000,0,0,0,54,Appartement,Paris 13ème
12,750101,75001,75001,0,84197,143530499,118524,0,0,aucune,SL,1,1,11,2,12,475000,0,0,0,29.03,Appartement,Paris 1er
15,750117,75017,75017,0,304,149120855,827,0,0,américaine,SL,1,1,8,2,15,475000,1,0,0,39.3,Appartement,Paris 17ème
16,750115,75015,75015,0,66870,149448149,84711,0,0,américaine équipée,SL,1,1,7,2,16,475000,0,0,0,48,Appartement,Paris 15ème
17,750108,75008,75008,0,52067,149448339,2063,0,0,américaine équipée,SL,1,1,12,2,17,475000,0,0,0,55,Appartement,Paris 8ème
18,750111,75011,75011,0,92130,150033541,135845,0,0,coin cuisine,SL,1,1,15,2,18,475000,0,0,0,33.8,Appartement,Paris 11ème
19,750117,75017,75017,0,107142,150151831,160845,0,0,0,SL,1,1,4,2,19,475000,0,0,0,54,Appartement,Paris 17ème
16,750113,75013,75013,0,729,143428779,26046,0,0,américaine,SL,1,2,4,3,16,475000,0,0,0,68,Appartement,Paris 13ème
13,750118,75018,75018,0,297659,148633997,339888,0,0,0,SL,1,2,4,3,13,475000,0,0,0,50,Appartement,Paris 18ème
14,750119,75019,75019,0,52648,148451469,48494,0,0,aucune,SL,1,3,13,4,14,475000,0,0,0,62.08,Appartement,Paris 19ème
0,750107,75007,75007,0,312540,147665811,349424,0,0,aucune,SL,1,1,5,2,0,476000,0,0,0,33,Appartement,Paris 7ème
1,750113,75013,75013,0,307465,148173849,350101,0,0,équipée,SL,1,1,8,2,1,476440,0,0,0,51,Appartement,Paris 13ème
17,750114,75014,75014,0,8589,149513525,1774,0,0,0,SL,1,1,7,2,17,477000,0,0,0,51,Appartement,Paris 14ème
2,750112,75012,75012,0,334288,150149901,397606,0,0,0,SL,1,2,9,3,2,477000,0,0,0,61,Appartement,Paris 12ème
3,750114,75014,75014,0,833,149701927,1773,0,0,0,SL,1,1,11,2,3,477500,0,0,0,49,Appartement,Paris 14ème
4,750111,75011,75011,0,31731,146610297,14300,0,0,équipée,SL,1,2,7,3,4,477750,0,0,0,58,Appartement,Paris 11ème
5,750111,75011,75011,0,31731,147947251,14300,0,0,séparée,SL,1,2,6,3,5,477750,0,0,0,58.45,Appartement,Paris 11ème
3,750112,75012,75012,0,42486,150093127,17313,0,0,séparée,SL,1,1,6,2,3,478000,0,0,0,48.15,Appartement,Paris 12ème
3,750119,75019,75019,0,115093,149891671,14532,0,0,0,SL,1,1,10,2,3,478000,0,0,0,43,Appartement,Paris 19ème
6,750113,75013,75013,0,2536,146436641,14950,0,0,aucune,SL,1,1,7,2,6,478000,0,0,0,57,Appartement,Paris 13ème
7,750111,75011,75011,0,89314,147087025,136340,0,0,0,SL,1,1,5,2,7,478000,0,0,0,46,Appartement,Paris 11ème
8,750120,75020,75020,0,101336,147603067,151879,0,0,équipée,SL,1,1,10,3,8,478000,0,0,0,50,Appartement,Paris 20ème
9,750110,75010,75010,0,34051,149799259,7643,0,0,américaine équipée,SL,1,1,12,2,9,478000,0,0,0,42,Appartement,Paris 10ème
10,750112,75012,75012,0,100028,149928097,149605,0,0,séparée,SL,1,1,5,2,10,478000,0,0,0,48.15,Appartement,Paris 12ème
11,750115,75015,75015,0,102541,150208809,153256,0,0,séparée,SL,1,1,4,2,11,478000,1,0,0,47,Appartement,Paris 15ème
13,750110,75010,75010,0,65271,148236493,82043,0,0,américaine,SL,1,1,5,2,13,478400,0,0,0,41.79,Appartement,Paris 10ème
14,750120,75020,75020,0,68950,148126605,94975,0,0,séparée,SL,1,2,8,3,14,478400,1,0,0,60.23,Appartement,Paris 20ème
4,750117,75017,75017,0,6478,141992763,5155,0,0,0,SL,1,1,12,2,4,479000,0,0,0,50.05,Appartement,Paris 17ème
8,750115,75015,75015,0,43944,149459987,171472,0,0,américaine équipée,SL,1,1,15,2,8,479000,0,0,0,42,Appartement,Paris 15ème
15,750113,75013,75013,0,83390,147379951,121238,0,0,américaine équipée,SL,1,1,10,2,15,479000,0,0,0,39.2,Appartement,Paris 13ème
18,750117,75017,75017,0,42261,149265505,15558,0,0,américaine équipée,SL,1,2,10,3,18,479000,0,0,0,56,Appartement,Paris 17ème
10,750113,75013,75013,0,679,149541095,1536,0,0,séparée,SL,1,1,17,2,10,479120,1,0,0,48,Appartement,Paris 13ème
16,750112,75012,75012,0,352700,148755533,418368,0,0,0,SL,1,1,7,2,16,479500,0,0,0,54,Appartement,Paris 12ème
17,750117,75017,75017,0,297390,146343239,339590,0,0,séparée,SL,1,2,7,3,17,479900,0,0,0,49,Appartement,Paris 17ème
5,750117,75017,75017,0,7686,150119455,98,0,0,séparée,SL,1,1,9,3,5,480000,0,0,0,45,Appartement,Paris 17ème
6,750105,75005,75005,0,57265,148712693,52424,0,0,séparée,SL,1,1,5,2,6,480000,0,0,0,34.01,Appartement,Paris 5ème
7,750117,75017,75017,0,35736,150082385,19346,0,0,aucune,SL,1,1,12,2,7,480000,0,0,0,46.18,Appartement,Paris 17ème
9,750103,75003,75003,0,174358,148891909,228571,0,0,0,SL,1,1,10,2,9,480000,0,0,0,34,Appartement,Paris 3ème
18,750113,75013,75013,0,1858,142601301,145489,0,0,américaine équipée,SL,1,1,4,2,18,480000,1,0,0,48,Appartement,Paris 13ème
19,750111,75011,75011,0,123425,146961289,182547,0,0,séparée,SL,1,1,9,2,19,480000,0,0,0,41.1,Appartement,Paris 11ème
1,750116,75016,75016,0,76880,147211257,12186,0,0,séparée,SL,1,1,7,2,1,480000,1,0,0,53,Appartement,Paris 16ème
3,750116,75116,75116,0,77479,147845531,109099,0,0,séparée,BD,3,1,8,2,3,480000,0,0,0,30,Appartement,Paris 16ème
4,750118,75018,75018,0,240271,148092969,265828,0,0,séparée équipée,SL,1,1,9,2,4,480000,1,0,0,49,Appartement,Paris 18ème
5,750111,75011,75011,0,65574,149218421,76749,0,0,coin cuisine,SL,1,1,7,2,5,480000,0,0,0,38.71,Appartement,Paris 11ème
6,750110,75010,75010,0,291717,148811281,295421,0,0,équipée,SL,1,1,10,2,6,480000,0,0,0,44.6,Appartement,Paris 10ème
7,750115,75015,75015,0,136173,149459053,192156,0,0,équipée,SL,1,1,8,2,7,480000,0,0,0,48,Appartement,Paris 15ème
8,750115,75015,75015,0,320059,149488279,335721,0,0,séparée,SL,1,1,4,2,8,480000,1,0,0,46,Appartement,Paris 15ème
9,750109,75009,75009,0,243081,149569147,270274,0,0,aucune,SL,1,1,5,2,9,480000,0,0,0,47.23,Appartement,Paris 9ème
11,750108,75008,75008,0,36351,149999727,21448,0,0,0,SL,1,1,8,2,11,480000,1,0,0,28,Appartement,Paris 8ème
12,750112,75012,75012,0,10604,150115103,100037,0,0,équipée,SL,1,1,5,2,12,480000,1,0,0,44,Appartement,Paris 12ème
13,750113,75013,75013,0,241199,144196297,270021,0,0,américaine,SL,1,1,4,2,13,482000,0,0,0,39,Appartement,Paris 13ème
14,750113,75013,75013,0,102521,149050267,153344,0,0,aucune,SL,1,1,6,2,14,482000,0,0,0,39,Appartement,Paris 13ème
15,750115,75015,75015,0,203572,149890363,250358,0,0,aucune,SL,1,1,8,2,15,482000,0,0,0,47.09,Appartement,Paris 15ème
16,750115,75015,75015,0,38937,148430215,26029,0,0,aucune,SL,1,1,6,2,16,482000,0,0,0,49,Appartement,Paris 15ème
18,750119,75019,75019,0,89050,149845183,135842,0,0,séparée,SL,1,1,7,2,18,484000,0,0,0,50,Appartement,Paris 19ème
19,750119,75019,75019,0,103740,150127861,155648,0,0,0,SL,1,3,5,4,19,484000,0,0,0,66,Appartement,Paris 19ème
11,750102,75002,75002,0,226348,148530177,262651,0,0,équipée,SL,1,1,5,2,11,484124,0,0,0,37,Appartement,Paris 2ème
19,750103,75003,75003,0,30812,146033549,21625,0,0,0,SL,1,1,7,2,19,485000,0,0,0,39,Appartement,Paris 3ème
0,750105,75005,75005,0,10696,149191763,2905,0,0,équipée,SL,1,1,8,2,0,485000,0,0,0,31.45,Appartement,Paris 5ème
11,750115,75015,75015,0,353220,149937355,418718,0,0,séparée,SL,1,1,7,2,11,485000,0,0,0,44.5,Appartement,Paris 15ème
8,750118,75018,75018,0,3622,141151089,25955,0,0,séparée,SL,1,1,6,3,8,485000,0,0,0,56.71,Appartement,Paris 18ème
2,750114,75014,75014,0,126515,145848983,179380,0,0,coin cuisine,SL,1,1,8,2,2,485000,0,0,0,42,Appartement,Paris 14ème
5,750115,75015,75015,0,136173,147795411,192156,0,0,séparée,SL,1,1,7,2,5,485000,0,0,0,44,Appartement,Paris 15ème
7,750118,75018,75018,0,252492,148906145,221404,0,0,américaine équipée,SL,1,1,13,2,7,485000,0,0,0,39,Appartement,Paris 18ème
8,750106,75006,75006,0,82976,146923477,119563,0,0,séparée,SL,1,1,8,2,8,485000,0,0,0,34.8,Appartement,Paris 6ème
3,750118,75018,75018,0,164583,145881503,215341,0,0,séparée,SL,1,2,6,3,3,485000,0,0,0,56.5,Appartement,Paris 18ème
4,750119,75019,75019,0,328853,148585613,381566,0,0,0,SL,1,2,14,3,4,485000,0,0,0,60,Appartement,Paris 19ème
6,750117,75017,75017,0,90063,149127895,136724,0,0,0,SL,1,2,8,3,6,485000,0,0,0,48,Appartement,Paris 17ème
17,750120,75020,75020,0,101336,147188161,151879,0,0,équipée,SL,1,3,14,4,17,485000,0,0,0,80,Appartement,Paris 20ème
10,750120,75020,75020,0,235986,147174327,266818,0,0,équipée,SL,1,3,11,4,10,485000,0,0,0,80.41,Appartement,Paris 20ème
9,750112,75012,75012,0,120742,149117361,179980,0,0,séparée équipée,SL,1,1,7,2,9,488000,0,0,0,57,Appartement,Paris 12ème
10,750116,75016,75016,0,65952,148554121,78856,0,0,américaine,SL,1,1,11,2,10,488800,1,0,0,36.3,Appartement,Paris 16ème
12,750120,75020,75020,0,1858,149965261,145489,0,0,américaine équipée,SL,1,1,6,2,12,489000,0,0,0,48,Appartement,Paris 20ème
6,750115,75015,75015,0,31686,148502963,19680,0,0,aucune,SL,1,2,10,2,6,489000,0,0,0,40,Appartement,Paris 15ème
11,750118,75018,75018,0,36379,148991129,7654,0,0,américaine,SL,1,2,8,3,11,489000,1,0,0,60,Appartement,Paris 18ème
11,750115,75015,75015,0,83390,134673979,121238,0,0,équipée,SL,1,2,15,3,11,489000,0,0,0,51,Appartement,Paris 15ème
7,750116,75116,75116,0,310057,149593939,335728,0,0,séparée,SL,1,1,8,2,7,490000,0,0,0,43.78,Appartement,Paris 16ème
18,750109,75009,75009,0,121992,147967665,181542,0,0,0,SL,1,1,7,2,18,490000,0,0,0,45,Appartement,Paris 9ème
19,750109,75009,75009,0,121992,149182323,181542,0,0,0,SL,1,1,6,2,19,490000,0,0,0,45.11,Appartement,Paris 9ème
13,750110,75010,75010,0,86083,147799211,123626,0,0,américaine équipée,SL,1,1,11,3,13,490000,0,0,0,50,Appartement,Paris 10ème
15,750116,75016,75016,0,77479,146274281,109099,0,0,aucune,SL,1,1,6,2,15,490000,0,0,0,43.5,Appartement,Paris 16ème
19,750108,75008,75008,0,81682,146069719,117696,0,0,aucune,SL,1,1,11,2,19,490000,0,0,0,41,Appartement,Paris 8ème
0,750118,75018,75018,0,203573,150190073,250699,0,0,coin cuisine,SL,1,1,8,2,0,490000,0,0,0,46.07,Appartement,Paris 18ème
14,750113,75013,75013,0,247630,147922805,273380,0,0,séparée,SL,1,2,5,4,14,490000,0,0,0,64,Appartement,Paris 13ème
16,750119,75019,75019,0,171228,149154805,226301,0,0,équipée,SL,1,2,8,3,16,490000,1,0,0,69,Appartement,Paris 19ème
18,750119,75019,75019,0,315114,149563495,374916,0,0,séparée,SL,1,2,9,3,18,490000,1,0,0,62.21,Appartement,Paris 19ème
4,750117,75017,75017,0,113840,150078589,169816,0,0,américaine,SL,1,1,10,3,4,493000,0,0,0,50,Appartement,Paris 17ème
12,750117,75017,75017,0,34030,148880151,5338,0,0,américaine équipée,SL,1,2,11,3,12,493000,0,0,0,50,Appartement,Paris 17ème
2,750117,75017,75017,0,323006,149059603,382090,0,0,0,SL,1,2,4,3,2,493000,0,0,0,50,Appartement,Paris 17ème
3,750117,75017,75017,0,91510,147847753,138791,0,0,américaine,SL,1,2,5,3,3,493000,0,0,0,50,Appartement,Paris 17ème
1,750109,75009,75009,0,10562,149433021,7359,0,0,séparée,SL,1,1,10,2,1,493500,0,0,0,36.19,Appartement,Paris 9ème
9,750107,75007,75007,0,89112,149484165,3437,0,0,américaine,SL,1,1,7,2,9,493500,0,0,0,38.07,Appartement,Paris 7ème
5,750117,75017,75017,0,987,149129465,2062,0,0,0,SL,1,1,11,2,5,494000,0,0,0,51,Appartement,Paris 17ème
2,750118,75018,75018,0,59465,147056695,62005,0,0,0,SL,1,2,5,3,2,494000,0,0,0,54,Appartement,Paris 18ème
